,wave,gender,age,age_o,samerace,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,decision,decision_o,match
417,2.0,False,21.0,25.0,True,2.0,2.0,20.0,20.0,20.0,20.0,5.0,15.0,8.0,8.0,7.0,6.0,7.0,6.0,30.0,5.0,30.0,15.0,15.0,5.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,6.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,-0.01,6.0,5.0,2.0,7.0,7.0,0.0,True,True,True
418,2.0,False,21.0,27.0,False,2.0,2.0,35.0,10.0,20.0,15.0,10.0,10.0,7.0,7.0,,,9.0,,30.0,5.0,30.0,15.0,15.0,5.0,7.0,7.0,7.0,7.0,8.0,4.0,4.0,6.0,6.0,7.0,4.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,0.68,6.0,5.0,2.0,5.0,5.0,0.0,False,True,False
419,2.0,False,21.0,23.0,False,2.0,2.0,25.0,10.0,35.0,15.0,0.0,15.0,6.0,6.0,8.0,2.0,8.0,1.0,30.0,5.0,30.0,15.0,15.0,5.0,7.0,7.0,7.0,7.0,8.0,3.0,3.0,4.0,2.0,2.0,2.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,-0.19,6.0,5.0,2.0,3.0,3.0,0.0,False,False,False
420,2.0,False,21.0,21.0,False,2.0,2.0,15.0,20.0,15.0,30.0,5.0,15.0,6.0,6.0,6.0,5.0,5.0,5.0,30.0,5.0,30.0,15.0,15.0,5.0,7.0,7.0,7.0,7.0,8.0,4.0,4.0,5.0,4.0,5.0,3.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,0.35,6.0,5.0,2.0,4.0,3.0,0.0,False,False,False
421,2.0,False,21.0,28.0,False,2.0,2.0,40.0,15.0,20.0,10.0,5.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,30.0,5.0,30.0,15.0,15.0,5.0,7.0,7.0,7.0,7.0,8.0,5.0,4.0,6.0,3.0,7.0,3.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,0.24,6.0,5.0,2.0,5.0,4.0,0.0,False,True,False
422,2.0,False,21.0,28.0,False,2.0,2.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,8.0,7.0,8.0,7.0,7.0,30.0,5.0,30.0,15.0,15.0,5.0,7.0,7.0,7.0,7.0,8.0,4.0,6.0,6.0,5.0,7.0,3.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,0.16,6.0,5.0,2.0,5.0,4.0,,False,True,False
423,2.0,False,21.0,23.0,False,2.0,2.0,20.0,25.0,25.0,10.0,10.0,10.0,8.0,9.0,10.0,9.0,10.0,9.0,30.0,5.0,30.0,15.0,15.0,5.0,7.0,7.0,7.0,7.0,8.0,4.0,4.0,5.0,6.0,6.0,5.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,0.5,6.0,5.0,2.0,5.0,3.0,,False,True,False
424,2.0,False,25.0,25.0,False,9.0,7.0,25.0,20.0,25.0,20.0,10.0,0.0,5.0,6.0,6.0,5.0,7.0,3.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,6.0,8.0,9.0,7.0,7.0,8.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,-0.25,7.0,8.0,10.0,7.0,7.0,0.0,True,False,False
425,2.0,False,25.0,30.0,False,9.0,7.0,30.0,20.0,10.0,30.0,0.0,10.0,10.0,5.0,10.0,5.0,5.0,,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,5.0,9.0,8.0,6.0,7.0,6.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,-0.27,7.0,8.0,10.0,6.0,7.0,0.0,False,False,False
426,2.0,False,25.0,23.0,False,9.0,7.0,20.0,25.0,20.0,15.0,10.0,10.0,3.0,8.0,7.0,7.0,10.0,4.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,6.0,8.0,9.0,8.0,7.0,9.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,0.19,7.0,8.0,10.0,8.0,6.0,0.0,False,False,False
427,2.0,False,25.0,24.0,True,9.0,7.0,25.0,35.0,30.0,10.0,0.0,0.0,7.0,4.0,7.0,3.0,7.0,5.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,6.0,8.0,8.0,8.0,7.0,7.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,0.26,7.0,8.0,10.0,8.0,8.0,0.0,False,True,False
428,2.0,False,25.0,24.0,True,9.0,7.0,25.0,15.0,25.0,25.0,15.0,15.0,8.0,7.0,8.0,,8.0,6.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,5.0,8.0,7.0,7.0,7.0,5.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,-0.09,7.0,8.0,10.0,6.0,6.0,0.0,False,True,False
429,2.0,False,25.0,28.0,True,9.0,7.0,25.0,15.0,25.0,15.0,0.0,20.0,8.0,6.0,7.0,6.0,7.0,7.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,7.0,8.0,9.0,7.0,8.0,9.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,-0.01,7.0,8.0,10.0,8.0,8.0,0.0,True,True,True
430,2.0,False,25.0,26.0,True,9.0,7.0,20.0,35.0,20.0,10.0,10.0,5.0,8.0,8.0,8.0,6.0,9.0,8.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,9.0,9.0,8.0,10.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,0.01,7.0,8.0,10.0,8.0,8.0,0.0,True,True,True
431,2.0,False,25.0,30.0,True,9.0,7.0,20.0,20.0,25.0,25.0,5.0,5.0,7.0,5.0,6.0,5.0,6.0,4.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,5.0,6.0,8.0,8.0,7.0,8.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,-0.21,7.0,8.0,10.0,6.0,8.0,0.0,False,True,False
432,2.0,False,25.0,22.0,True,9.0,7.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,7.0,8.0,5.0,5.0,4.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,7.0,8.0,7.0,6.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,0.45,7.0,8.0,10.0,7.0,7.0,0.0,True,False,False
433,2.0,False,25.0,25.0,False,9.0,7.0,20.0,20.0,20.0,20.0,5.0,15.0,8.0,8.0,10.0,5.0,6.0,5.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,7.0,9.0,9.0,9.0,9.0,10.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,0.18,7.0,8.0,10.0,8.0,8.0,0.0,True,True,True
434,2.0,False,25.0,27.0,False,9.0,7.0,35.0,10.0,20.0,15.0,10.0,10.0,7.0,,,,,,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,6.0,8.0,8.0,10.0,8.0,9.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,0.27,7.0,8.0,10.0,8.0,10.0,0.0,True,True,True
435,2.0,False,25.0,23.0,True,9.0,7.0,25.0,10.0,35.0,15.0,0.0,15.0,8.0,4.0,8.0,1.0,7.0,1.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,6.0,6.0,7.0,6.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,0.09,7.0,8.0,10.0,7.0,5.0,0.0,True,False,False
436,2.0,False,25.0,21.0,True,9.0,7.0,15.0,20.0,15.0,30.0,5.0,15.0,7.0,7.0,8.0,6.0,6.0,5.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,6.0,7.0,10.0,7.0,7.0,9.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,0.43,7.0,8.0,10.0,7.0,8.0,0.0,False,True,False
437,2.0,False,25.0,28.0,True,9.0,7.0,40.0,15.0,20.0,10.0,5.0,10.0,8.0,7.0,8.0,8.0,8.0,6.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,-0.2,7.0,8.0,10.0,8.0,7.0,0.0,True,True,True
438,2.0,False,25.0,28.0,True,9.0,7.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,8.0,9.0,7.0,8.0,7.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,6.0,8.0,8.0,6.0,7.0,9.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,-0.29,7.0,8.0,10.0,7.0,8.0,0.0,False,True,False
439,2.0,False,25.0,23.0,False,9.0,7.0,20.0,25.0,25.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,9.0,8.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,6.0,8.0,8.0,8.0,8.0,6.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,0.33,7.0,8.0,10.0,8.0,8.0,0.0,False,True,False
440,2.0,False,26.0,25.0,False,7.0,8.0,25.0,20.0,25.0,20.0,10.0,0.0,5.0,8.0,9.0,7.0,8.0,4.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,2.0,5.0,2.0,3.0,1.0,3.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,-0.04,6.0,8.0,0.0,2.0,5.0,0.0,False,False,False
441,2.0,False,26.0,30.0,False,7.0,8.0,30.0,20.0,10.0,30.0,0.0,10.0,5.0,5.0,5.0,5.0,5.0,,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,1.0,2.0,2.0,1.0,8.0,2.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,-0.39,6.0,8.0,0.0,2.0,5.0,0.0,False,False,False
442,2.0,False,26.0,23.0,False,7.0,8.0,20.0,25.0,20.0,15.0,10.0,10.0,4.0,7.0,7.0,5.0,6.0,,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,2.0,2.0,4.0,1.0,5.0,1.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,0.29,6.0,8.0,0.0,2.0,3.0,0.0,False,False,False
443,2.0,False,26.0,24.0,True,7.0,8.0,25.0,35.0,30.0,10.0,0.0,0.0,6.0,5.0,5.0,4.0,5.0,4.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,0.05,6.0,8.0,0.0,1.0,6.0,0.0,False,True,False
444,2.0,False,26.0,24.0,True,7.0,8.0,25.0,15.0,25.0,25.0,15.0,15.0,7.0,7.0,7.0,5.0,6.0,7.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,0.48,6.0,8.0,0.0,1.0,5.0,,False,True,False
445,2.0,False,26.0,28.0,True,7.0,8.0,25.0,15.0,25.0,15.0,0.0,20.0,7.0,7.0,8.0,7.0,7.0,7.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,2.0,2.0,5.0,2.0,8.0,4.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,-0.06,6.0,8.0,0.0,3.0,5.0,0.0,False,True,False
446,2.0,False,26.0,26.0,True,7.0,8.0,20.0,35.0,20.0,10.0,10.0,5.0,6.0,7.0,8.0,6.0,9.0,7.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,2.0,5.0,4.0,3.0,4.0,2.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,0.29,6.0,8.0,0.0,3.0,5.0,0.0,False,False,False
447,2.0,False,26.0,30.0,True,7.0,8.0,20.0,20.0,25.0,25.0,5.0,5.0,6.0,6.0,6.0,5.0,8.0,4.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,1.0,3.0,5.0,1.0,2.0,1.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,0.16,6.0,8.0,0.0,1.0,6.0,1.0,False,True,False
448,2.0,False,26.0,22.0,True,7.0,8.0,30.0,15.0,25.0,25.0,5.0,0.0,6.0,8.0,7.0,7.0,9.0,4.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,3.0,1.0,2.0,2.0,2.0,3.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,0.28,6.0,8.0,0.0,2.0,5.0,0.0,False,False,False
449,2.0,False,26.0,25.0,False,7.0,8.0,20.0,20.0,20.0,20.0,5.0,15.0,8.0,8.0,7.0,7.0,10.0,5.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,4.0,5.0,8.0,8.0,10.0,8.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,0.0,6.0,8.0,0.0,8.0,5.0,1.0,True,True,True
450,2.0,False,26.0,27.0,False,7.0,8.0,35.0,10.0,20.0,15.0,10.0,10.0,7.0,,,,,,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,5.0,4.0,8.0,5.0,8.0,3.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,-0.02,6.0,8.0,0.0,5.0,3.0,0.0,False,False,False
451,2.0,False,26.0,23.0,True,7.0,8.0,25.0,10.0,35.0,15.0,0.0,15.0,5.0,6.0,8.0,5.0,5.0,2.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,5.0,2.0,6.0,2.0,5.0,4.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,-0.47,6.0,8.0,0.0,5.0,6.0,0.0,True,True,True
452,2.0,False,26.0,21.0,True,7.0,8.0,15.0,20.0,15.0,30.0,5.0,15.0,6.0,6.0,6.0,7.0,5.0,5.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,1.0,5.0,5.0,2.0,5.0,2.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,-0.15,6.0,8.0,0.0,3.0,6.0,0.0,False,True,False
453,2.0,False,26.0,28.0,True,7.0,8.0,40.0,15.0,20.0,10.0,5.0,10.0,7.0,8.0,8.0,7.0,8.0,6.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,9.0,8.0,8.0,5.0,6.0,7.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,0.77,6.0,8.0,0.0,7.0,6.0,0.0,True,False,False
454,2.0,False,26.0,28.0,True,7.0,8.0,40.0,20.0,20.0,20.0,0.0,0.0,9.0,8.0,7.0,6.0,7.0,6.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,3.0,4.0,6.0,4.0,5.0,2.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,0.83,6.0,8.0,0.0,4.0,5.0,0.0,False,False,False
455,2.0,False,26.0,23.0,False,7.0,8.0,20.0,25.0,25.0,10.0,10.0,10.0,6.0,9.0,9.0,8.0,9.0,7.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,5.0,6.0,8.0,6.0,8.0,4.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,-0.12,6.0,8.0,0.0,5.0,5.0,0.0,False,True,False
456,2.0,False,27.0,25.0,False,5.0,8.0,25.0,20.0,25.0,20.0,10.0,0.0,4.0,6.0,8.0,7.0,6.0,3.0,10.0,10.0,30.0,25.0,10.0,15.0,7.0,8.0,7.0,9.0,5.0,2.0,4.0,5.0,4.0,4.0,3.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,0.13,7.0,3.0,6.0,3.0,6.0,0.0,False,False,False
457,2.0,False,27.0,30.0,False,5.0,8.0,30.0,20.0,10.0,30.0,0.0,10.0,5.0,5.0,5.0,5.0,5.0,,10.0,10.0,30.0,25.0,10.0,15.0,7.0,8.0,7.0,9.0,5.0,2.0,5.0,6.0,3.0,4.0,3.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,-0.14,7.0,3.0,6.0,3.0,5.0,0.0,False,False,False
458,2.0,False,27.0,23.0,False,5.0,8.0,20.0,25.0,20.0,15.0,10.0,10.0,4.0,8.0,9.0,6.0,4.0,,10.0,10.0,30.0,25.0,10.0,15.0,7.0,8.0,7.0,9.0,5.0,4.0,4.0,6.0,7.0,5.0,4.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,0.07,7.0,3.0,6.0,4.0,5.0,0.0,True,False,False
459,2.0,False,27.0,24.0,True,5.0,8.0,25.0,35.0,30.0,10.0,0.0,0.0,4.0,6.0,7.0,3.0,6.0,4.0,10.0,10.0,30.0,25.0,10.0,15.0,7.0,8.0,7.0,9.0,5.0,4.0,7.0,8.0,2.0,6.0,2.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,-0.02,7.0,3.0,6.0,3.0,2.0,0.0,False,False,False
460,2.0,False,27.0,24.0,True,5.0,8.0,25.0,15.0,25.0,25.0,15.0,15.0,5.0,5.0,6.0,5.0,7.0,5.0,10.0,10.0,30.0,25.0,10.0,15.0,7.0,8.0,7.0,9.0,5.0,7.0,6.0,8.0,6.0,9.0,6.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,0.31,7.0,3.0,6.0,7.0,7.0,0.0,True,True,True
461,2.0,False,27.0,28.0,True,5.0,8.0,25.0,15.0,25.0,15.0,0.0,20.0,6.0,7.0,6.0,6.0,5.0,6.0,10.0,10.0,30.0,25.0,10.0,15.0,7.0,8.0,7.0,9.0,5.0,6.0,4.0,7.0,4.0,5.0,2.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,-0.01,7.0,3.0,6.0,4.0,3.0,0.0,False,True,False
462,2.0,False,27.0,26.0,True,5.0,8.0,20.0,35.0,20.0,10.0,10.0,5.0,6.0,8.0,9.0,8.0,9.0,7.0,10.0,10.0,30.0,25.0,10.0,15.0,7.0,8.0,7.0,9.0,5.0,8.0,5.0,9.0,7.0,6.0,5.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,0.09,7.0,3.0,6.0,6.0,6.0,0.0,True,False,False
463,2.0,False,27.0,30.0,True,5.0,8.0,20.0,20.0,25.0,25.0,5.0,5.0,,3.0,8.0,4.0,6.0,3.0,10.0,10.0,30.0,25.0,10.0,15.0,7.0,8.0,7.0,9.0,5.0,3.0,5.0,7.0,6.0,6.0,6.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,0.32,7.0,3.0,6.0,5.0,5.0,0.0,False,False,False
464,2.0,False,27.0,22.0,True,5.0,8.0,30.0,15.0,25.0,25.0,5.0,0.0,3.0,6.0,6.0,5.0,4.0,4.0,10.0,10.0,30.0,25.0,10.0,15.0,7.0,8.0,7.0,9.0,5.0,8.0,5.0,6.0,9.0,4.0,6.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,0.57,7.0,3.0,6.0,7.0,6.0,0.0,True,False,False
465,2.0,False,27.0,25.0,False,5.0,8.0,20.0,20.0,20.0,20.0,5.0,15.0,6.0,8.0,8.0,6.0,8.0,3.0,10.0,10.0,30.0,25.0,10.0,15.0,7.0,8.0,7.0,9.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,-0.01,7.0,3.0,6.0,3.0,3.0,0.0,False,False,False
466,2.0,False,27.0,27.0,False,5.0,8.0,35.0,10.0,20.0,15.0,10.0,10.0,5.0,,,,,,10.0,10.0,30.0,25.0,10.0,15.0,7.0,8.0,7.0,9.0,5.0,6.0,3.0,6.0,8.0,4.0,4.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,0.02,7.0,3.0,6.0,5.0,4.0,0.0,True,False,False
467,2.0,False,27.0,23.0,True,5.0,8.0,25.0,10.0,35.0,15.0,0.0,15.0,2.0,9.0,9.0,3.0,7.0,7.0,10.0,10.0,30.0,25.0,10.0,15.0,7.0,8.0,7.0,9.0,5.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,-0.47,7.0,3.0,6.0,6.0,2.0,1.0,True,False,False
468,2.0,False,27.0,21.0,True,5.0,8.0,15.0,20.0,15.0,30.0,5.0,15.0,5.0,7.0,6.0,7.0,6.0,5.0,10.0,10.0,30.0,25.0,10.0,15.0,7.0,8.0,7.0,9.0,5.0,2.0,6.0,6.0,6.0,4.0,5.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,-0.05,7.0,3.0,6.0,5.0,5.0,0.0,True,True,True
469,2.0,False,27.0,28.0,True,5.0,8.0,40.0,15.0,20.0,10.0,5.0,10.0,7.0,8.0,8.0,7.0,8.0,7.0,10.0,10.0,30.0,25.0,10.0,15.0,7.0,8.0,7.0,9.0,5.0,7.0,7.0,7.0,4.0,7.0,4.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,0.46,7.0,3.0,6.0,6.0,4.0,0.0,True,False,False
470,2.0,False,27.0,28.0,True,5.0,8.0,40.0,20.0,20.0,20.0,0.0,0.0,6.0,8.0,7.0,6.0,8.0,6.0,10.0,10.0,30.0,25.0,10.0,15.0,7.0,8.0,7.0,9.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,0.68,7.0,3.0,6.0,3.0,3.0,0.0,False,False,False
471,2.0,False,27.0,23.0,False,5.0,8.0,20.0,25.0,25.0,10.0,10.0,10.0,6.0,9.0,9.0,7.0,7.0,,10.0,10.0,30.0,25.0,10.0,15.0,7.0,8.0,7.0,9.0,5.0,5.0,7.0,6.0,7.0,4.0,5.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,-0.27,7.0,3.0,6.0,4.0,4.0,0.0,True,False,False
472,2.0,False,23.0,25.0,False,8.0,1.0,25.0,20.0,25.0,20.0,10.0,0.0,8.0,9.0,10.0,9.0,10.0,7.0,50.0,10.0,20.0,10.0,10.0,0.0,8.0,2.0,7.0,8.0,8.0,2.0,8.0,10.0,3.0,10.0,3.0,7.0,2.0,7.0,10.0,2.0,2.0,7.0,4.0,7.0,2.0,8.0,8.0,10.0,10.0,10.0,10.0,2.0,-0.15,2.0,12.0,3.0,5.0,1.0,0.0,False,False,False
